transfer_id,client_id,asset_type,asset_name,ticker,quantity_requested,quantity_received,requested_value,settled_value,origin_custodian,destination_custodian,transfer_type,transfer_direction,request_date,expected_settlement_date,actual_settlement_date,current_stage,status,priority,responsible_team,documentation_complete,exception_flag,exception_type,lifecycle_status,sla_days,elapsed_days,sla_status,reconciliation_status,operational_risk,quantity_difference,quantity_reconciliation,value_difference,value_reconciliation,reconciliation_result,reconciliation_severity,risk_score,risk_drivers,final_risk_level
AT00164,CL83822,Funds,Global Fixed Income Fund,GIF,3576,3576,139714.39,139714.39,J.P. Morgan,Northern Trust,Internal,Inbound,2026-08-29,2026-09-01,2026-09-01,Completed,Completed,Low,Custody Operations,True,False,,Completed,2,21,Within SLA,Matched,Low,0,Matched,0.0,Matched,Matched,,0,No Active Risk,Low
AT00165,CL23703,Bonds,US Treasury 5Y,UST5Y,481,481,525418.22,525418.22,J.P. Morgan,State Street,External,Outbound,2026-08-22,2026-08-26,,In Transit,In Progress,Medium,Transfers,True,False,,In Transit,5,28,Outside SLA,Pending,High,0,Matched,0.0,Matched,Matched,,30,SLA Breach,Medium
AT00166,CL67431,Funds,Global Fixed Income Fund,GIF,600,600,44428.52,40625.98,J.P. Morgan,BNY Mellon,External,Inbound,2026-09-13,2026-09-15,,Approval,Exception,Medium,Custody Operations,True,True,Value Difference,Exception,5,6,Outside SLA,Pending,Critical,0,Matched,3802.5399999999936,Difference,Value Difference,Medium,85,SLA Breach | Value Difference,Critical
AT00167,CL70562,ETFs,Invesco QQQ,QQQ,1521,1521,231971.98,231971.98,Northern Trust,Itaú Custódia,Internal,Inbound,2026-08-29,2026-09-03,2026-09-03,Completed,Completed,Low,Reconciliation,True,False,,Completed,2,21,Within SLA,Matched,Low,0,Matched,0.0,Matched,Matched,,0,No Active Risk,Low
AT00168,CL18200,Equities,Alphabet Inc.,GOOGL,1541,1541,330709.18,330709.18,BNY Mellon,Itaú Custódia,Internal,Outbound,2026-09-12,2026-09-16,2026-09-16,Completed,Completed,High,Custody Operations,True,False,,Completed,2,7,Within SLA,Matched,Medium,0,Matched,0.0,Matched,Matched,,15,High Priority,Low
AT00169,CL86939,Equities,Amazon.com Inc.,AMZN,2893,2893,1245387.35,1245387.35,Itaú Custódia,BNY Mellon,External,Inbound,2026-09-13,2026-09-15,2026-09-15,Completed,Completed,Low,Reconciliation,True,False,,Completed,5,6,Within SLA,Matched,Low,0,Matched,0.0,Matched,Matched,,0,No Active Risk,Low
AT00170,CL28528,Funds,Global Fixed Income Fund,GIF,4935,4935,221167.52,221167.52,Northern Trust,Itaú Custódia,Internal,Outbound,2026-09-10,2026-09-15,2026-09-15,Completed,Completed,Medium,Reconciliation,True,False,,Completed,2,9,Within SLA,Matched,Low,0,Matched,0.0,Matched,Matched,,0,No Active Risk,Low
AT00171,CL28388,ETFs,Invesco QQQ,QQQ,3704,3660,1447062.01,1447062.01,State Street,J.P. Morgan,External,Inbound,2026-08-13,2026-08-17,,Reconciliation,Exception,High,Custody Operations,True,True,Quantity Difference,Exception,5,37,Outside SLA,Pending,Critical,44,Difference,0.0,Matched,Quantity Difference,High,100,SLA Breach | Quantity Difference | High Priority,Critical
AT00172,CL68176,Funds,Global Equity Fund,GEF,727,727,88527.96,88527.96,BNY Mellon,Northern Trust,Internal,Outbound,2026-08-15,2026-08-20,2026-08-21,Completed,Completed,Medium,Transfers,True,False,,Completed,2,35,Within SLA,Matched,Low,0,Matched,0.0,Matched,Matched,,0,No Active Risk,Low
AT00173,CL85066,Equities,Amazon.com Inc.,AMZN,4459,4459,1874908.12,1874908.12,State Street,J.P. Morgan,External,Inbound,2026-08-28,2026-08-29,,Settlement,In Progress,Medium,Transfers,True,False,,Pending Settlement,5,22,Outside SLA,Pending,High,0,Matched,0.0,Matched,Matched,,30,SLA Breach,Medium
AT00174,CL68947,Bonds,US Treasury 5Y,UST5Y,451,451,479568.92,479568.92,Northern Trust,J.P. Morgan,Internal,Inbound,2026-09-07,2026-09-10,,In Transit,In Progress,Low,Settlement,True,False,,In Transit,2,12,Outside SLA,Pending,High,0,Matched,0.0,Matched,Matched,,30,SLA Breach,Medium
AT00175,CL37082,ETFs,SPDR S&P 500 ETF,SPY,4680,4680,1136999.04,1136999.04,State Street,BNY Mellon,External,Outbound,2026-08-19,2026-08-24,2026-08-24,Completed,Completed,Medium,Transfers,True,False,,Completed,5,31,Within SLA,Matched,Low,0,Matched,0.0,Matched,Matched,,0,No Active Risk,Low
AT00176,CL46349,ETFs,iShares MSCI Brazil ETF,EWZ,1097,1097,205492.76,205492.76,State Street,BNY Mellon,External,Outbound,2026-08-10,2026-08-15,2026-08-16,Completed,Completed,Low,Transfers,True,False,,Completed,5,40,Within SLA,Matched,Low,0,Matched,0.0,Matched,Matched,,0,No Active Risk,Low
AT00177,CL62802,Bonds,Brazilian Government Bond,BRGOV,489,489,525901.64,525901.64,Northern Trust,Itaú Custódia,External,Inbound,2026-08-06,2026-08-10,2026-08-10,Completed,Completed,High,Custody Operations,True,False,,Completed,5,44,Within SLA,Matched,Medium,0,Matched,0.0,Matched,Matched,,15,High Priority,Low
AT00178,CL38551,Funds,Global Equity Fund,GEF,4102,4102,280316.86,280316.86,State Street,Northern Trust,Internal,Outbound,2026-08-22,2026-08-23,2026-08-24,Completed,Exception,High,Custody Operations,False,True,Missing Documentation,Exception,2,28,Outside SLA,Pending,Critical,0,Matched,0.0,Matched,Matched,,70,SLA Breach | Missing Documentation | High Priority,Critical
AT00179,CL69836,Equities,NVIDIA Corp.,NVDA,1667,1667,830269.91,830269.91,BNY Mellon,Northern Trust,Internal,Outbound,2026-08-06,2026-08-09,2026-08-09,Completed,Completed,High,Settlement,True,False,,Completed,2,44,Within SLA,Matched,Medium,0,Matched,0.0,Matched,Matched,,15,High Priority,Low
AT00180,CL16787,Funds,Emerging Markets Fund,EMF,2552,2552,384530.01,384530.01,BNY Mellon,Itaú Custódia,Internal,Inbound,2026-08-01,2026-08-03,2026-08-03,Completed,Completed,High,Custody Operations,True,False,,Completed,2,49,Within SLA,Matched,Medium,0,Matched,0.0,Matched,Matched,,15,High Priority,Low
AT00181,CL11217,Equities,Amazon.com Inc.,AMZN,997,997,493185.7,493185.7,Northern Trust,BNY Mellon,External,Inbound,2026-08-15,2026-08-19,2026-08-19,Completed,Completed,Medium,Reconciliation,True,False,,Completed,5,35,Within SLA,Matched,Low,0,Matched,0.0,Matched,Matched,,0,No Active Risk,Low
AT00182,CL27973,Funds,Global Equity Fund,GEF,1220,1220,39423.19,39423.19,Itaú Custódia,J.P. Morgan,Internal,Outbound,2026-08-23,2026-08-25,2026-08-25,Completed,Completed,High,Custody Operations,True,False,,Completed,2,27,Within SLA,Matched,Medium,0,Matched,0.0,Matched,Matched,,15,High Priority,Low
AT00183,CL38474,Equities,Apple Inc.,AAPL,1156,1156,449222.23,449222.23,Itaú Custódia,Northern Trust,External,Outbound,2026-08-21,2026-08-23,2026-08-23,Completed,Completed,High,Reconciliation,True,False,,Completed,5,29,Within SLA,Matched,Medium,0,Matched,0.0,Matched,Matched,,15,High Priority,Low
AT00184,CL13515,Bonds,US Treasury 10Y,UST10Y,275,275,280880.98,280880.98,BNY Mellon,Itaú Custódia,External,Inbound,2026-08-16,2026-08-20,2026-08-20,Completed,Completed,High,Transfers,True,False,,Completed,5,34,Within SLA,Matched,Medium,0,Matched,0.0,Matched,Matched,,15,High Priority,Low
AT00185,CL79243,Equities,Amazon.com Inc.,AMZN,2602,2602,284638.76,284638.76,Itaú Custódia,Northern Trust,External,Inbound,2026-08-31,2026-09-01,2026-09-01,Completed,Exception,High,Transfers,False,True,Missing Documentation,Exception,5,19,Outside SLA,Pending,Critical,0,Matched,0.0,Matched,Matched,,70,SLA Breach | Missing Documentation | High Priority,Critical
AT00186,CL17925,Funds,Emerging Markets Fund,EMF,2396,2396,319009.97,319009.97,Itaú Custódia,Northern Trust,External,Outbound,2026-08-06,2026-08-11,2026-08-11,Completed,Completed,Medium,Transfers,True,False,,Completed,5,44,Within SLA,Matched,Low,0,Matched,0.0,Matched,Matched,,0,No Active Risk,Low
AT00187,CL77017,ETFs,SPDR S&P 500 ETF,SPY,4404,4404,1011654.57,1011654.57,Itaú Custódia,J.P. Morgan,External,Outbound,2026-08-16,2026-08-17,2026-08-18,Completed,Completed,High,Transfers,True,False,,Completed,5,34,Within SLA,Matched,Medium,0,Matched,0.0,Matched,Matched,,15,High Priority,Low
AT00188,CL50539,ETFs,SPDR S&P 500 ETF,SPY,113,113,49646.02,49646.02,J.P. Morgan,State Street,External,Outbound,2026-09-03,2026-09-08,,Settlement,In Progress,Medium,Settlement,True,False,,Pending Settlement,5,16,Outside SLA,Pending,High,0,Matched,0.0,Matched,Matched,,30,SLA Breach,Medium
AT00189,CL45227,Equities,Apple Inc.,AAPL,2754,2754,1137948.75,1137948.75,State Street,J.P. Morgan,External,Inbound,2026-09-01,2026-09-05,2026-09-05,Completed,Completed,High,Settlement,True,False,,Completed,5,18,Within SLA,Matched,Medium,0,Matched,0.0,Matched,Matched,,15,High Priority,Low
AT00190,CL58193,ETFs,Invesco QQQ,QQQ,852,852,461654.18,461654.18,J.P. Morgan,State Street,Internal,Inbound,2026-08-01,2026-08-03,2026-08-03,Completed,Completed,Low,Settlement,True,False,,Completed,2,49,Within SLA,Matched,Low,0,Matched,0.0,Matched,Matched,,0,No Active Risk,Low
AT00191,CL14635,Funds,Global Equity Fund,GEF,2686,2686,173750.28,173750.28,State Street,Northern Trust,Internal,Outbound,2026-08-08,2026-08-13,2026-08-13,Completed,Completed,High,Transfers,True,False,,Completed,2,42,Within SLA,Matched,Medium,0,Matched,0.0,Matched,Matched,,15,High Priority,Low
AT00192,CL62550,Equities,NVIDIA Corp.,NVDA,2322,2322,924358.86,924358.86,State Street,Northern Trust,Internal,Outbound,2026-08-01,2026-08-04,2026-08-04,Completed,Completed,Low,Custody Operations,True,False,,Completed,2,49,Within SLA,Matched,Low,0,Matched,0.0,Matched,Matched,,0,No Active Risk,Low
AT00193,CL58270,Funds,Global Equity Fund,GEF,4527,4527,710226.54,710226.54,BNY Mellon,State Street,Internal,Outbound,2026-08-02,2026-08-04,2026-08-04,Completed,Completed,Low,Custody Operations,True,False,,Completed,2,48,Within SLA,Matched,Low,0,Matched,0.0,Matched,Matched,,0,No Active Risk,Low
AT00194,CL50306,Equities,Microsoft Corp.,MSFT,4350,4350,2141949.06,2141949.06,Northern Trust,Itaú Custódia,Internal,Inbound,2026-09-15,2026-09-18,2026-09-18,Completed,Completed,High,Custody Operations,True,False,,Completed,2,4,Within SLA,Matched,Medium,0,Matched,0.0,Matched,Matched,,15,High Priority,Low
AT00195,CL58823,Funds,Emerging Markets Fund,EMF,745,745,92781.34,92781.34,Itaú Custódia,BNY Mellon,External,Inbound,2026-09-07,2026-09-12,2026-09-12,Completed,Completed,Medium,Reconciliation,True,False,,Completed,5,12,Within SLA,Matched,Low,0,Matched,0.0,Matched,Matched,,0,No Active Risk,Low
AT00196,CL61505,Bonds,US Treasury 5Y,UST5Y,241,241,230008.27,230008.27,J.P. Morgan,State Street,Internal,Inbound,2026-08-10,2026-08-11,2026-08-12,Completed,Completed,Low,Reconciliation,True,False,,Completed,2,40,Within SLA,Matched,Low,0,Matched,0.0,Matched,Matched,,0,No Active Risk,Low
AT00197,CL37215,Funds,Global Fixed Income Fund,GIF,3845,3845,260311.99,260311.99,J.P. Morgan,BNY Mellon,Internal,Outbound,2026-09-15,2026-09-20,2026-09-20,Completed,Completed,High,Settlement,True,False,,Completed,2,4,Within SLA,Matched,Medium,0,Matched,0.0,Matched,Matched,,15,High Priority,Low
AT00198,CL56627,Funds,Emerging Markets Fund,EMF,451,451,63993.75,63993.75,State Street,BNY Mellon,Internal,Outbound,2026-08-29,2026-09-03,,Approval,In Progress,Low,Settlement,True,False,,Pending Approval,2,21,Outside SLA,Pending,High,0,Matched,0.0,Matched,Matched,,30,SLA Breach,Medium
AT00199,CL25919,Equities,Apple Inc.,AAPL,1830,1821,199144.0,199144.0,Northern Trust,State Street,Internal,Outbound,2026-08-05,2026-08-06,,Approval,Exception,High,Reconciliation,True,True,Quantity Difference,Exception,2,45,Outside SLA,Pending,Critical,9,Difference,0.0,Matched,Quantity Difference,High,100,SLA Breach | Quantity Difference | High Priority,Critical
AT00200,CL26059,Equities,NVIDIA Corp.,NVDA,424,424,53252.34,53252.34,Itaú Custódia,Northern Trust,External,Outbound,2026-08-02,2026-08-06,2026-08-06,Completed,Completed,Low,Reconciliation,True,False,,Completed,5,48,Within SLA,Matched,Low,0,Matched,0.0,Matched,Matched,,0,No Active Risk,Low
AT00201,CL46681,Funds,Global Equity Fund,GEF,333,333,43469.55,43469.55,Itaú Custódia,BNY Mellon,External,Outbound,2026-08-27,2026-09-01,2026-09-01,Completed,Completed,Low,Custody Operations,True,False,,Completed,5,23,Within SLA,Matched,Low,0,Matched,0.0,Matched,Matched,,0,No Active Risk,Low
AT00202,CL36143,ETFs,iShares MSCI Brazil ETF,EWZ,4463,4463,2174219.33,2174219.33,Northern Trust,State Street,External,Outbound,2026-08-23,2026-08-28,2026-08-29,Completed,Completed,Low,Reconciliation,True,False,,Completed,5,27,Within SLA,Matched,Low,0,Matched,0.0,Matched,Matched,,0,No Active Risk,Low
AT00203,CL88265,ETFs,SPDR S&P 500 ETF,SPY,2311,2311,190022.38,190022.38,Northern Trust,State Street,Internal,Inbound,2026-08-07,2026-08-09,2026-08-09,Completed,Completed,High,Transfers,True,False,,Completed,2,43,Within SLA,Matched,Medium,0,Matched,0.0,Matched,Matched,,15,High Priority,Low
AT00204,CL38758,Funds,Global Fixed Income Fund,GIF,1473,1473,76151.25,76151.25,Itaú Custódia,State Street,External,Inbound,2026-09-15,2026-09-18,,Reconciliation,Exception,High,Reconciliation,True,True,Account Mismatch,Exception,5,4,Within SLA,Pending,High,0,Matched,0.0,Matched,Matched,,40,Account Mismatch | High Priority,Medium
AT00205,CL33010,Funds,Global Equity Fund,GEF,789,789,23756.98,23756.98,Itaú Custódia,BNY Mellon,Internal,Outbound,2026-08-01,2026-08-04,,Approval,Exception,Medium,Settlement,True,True,Custodian Rejection,Exception,2,49,Outside SLA,Pending,Critical,0,Matched,0.0,Matched,Matched,,55,SLA Breach | Custodian Rejection,High
AT00206,CL52413,Equities,Apple Inc.,AAPL,1220,1220,383048.44,383048.44,BNY Mellon,J.P. Morgan,External,Inbound,2026-08-24,2026-08-28,2026-08-28,Completed,Completed,Low,Settlement,True,False,,Completed,5,26,Within SLA,Matched,Low,0,Matched,0.0,Matched,Matched,,0,No Active Risk,Low
AT00207,CL67261,Funds,Emerging Markets Fund,EMF,2649,2649,136043.32,136043.32,Itaú Custódia,State Street,Internal,Inbound,2026-08-25,2026-08-28,,Registered,In Progress,High,Transfers,True,False,,In Transit,2,25,Outside SLA,Pending,High,0,Matched,0.0,Matched,Matched,,45,SLA Breach | High Priority,High
AT00208,CL85082,Funds,Emerging Markets Fund,EMF,315,315,16624.04,16624.04,State Street,BNY Mellon,Internal,Outbound,2026-08-10,2026-08-13,,Approval,In Progress,Medium,Settlement,True,False,,Pending Approval,2,40,Outside SLA,Pending,High,0,Matched,0.0,Matched,Matched,,30,SLA Breach,Medium
AT00209,CL93386,Equities,Amazon.com Inc.,AMZN,3668,3668,202209.61,202209.61,BNY Mellon,State Street,Internal,Outbound,2026-08-17,2026-08-18,,Validation,In Progress,High,Custody Operations,True,False,,Pending Approval,2,33,Outside SLA,Pending,High,0,Matched,0.0,Matched,Matched,,45,SLA Breach | High Priority,High
AT00210,CL31802,Funds,Global Fixed Income Fund,GIF,3152,3152,262314.52,262314.52,Northern Trust,J.P. Morgan,External,Inbound,2026-08-11,2026-08-15,2026-08-15,Completed,Completed,Medium,Reconciliation,True,False,,Completed,5,39,Within SLA,Matched,Low,0,Matched,0.0,Matched,Matched,,0,No Active Risk,Low
AT00211,CL23726,Equities,Amazon.com Inc.,AMZN,1403,1403,630745.41,630745.41,BNY Mellon,J.P. Morgan,Internal,Outbound,2026-09-08,2026-09-13,,Settlement,Exception,Medium,Settlement,False,True,Missing Documentation,Exception,2,11,Outside SLA,Pending,Critical,0,Matched,0.0,Matched,Matched,,55,SLA Breach | Missing Documentation,High
AT00212,CL89602,Funds,Global Equity Fund,GEF,488,488,18654.49,18654.49,BNY Mellon,State Street,External,Outbound,2026-09-12,2026-09-15,2026-09-15,Completed,Exception,Medium,Custody Operations,False,True,Missing Documentation,Exception,5,7,Outside SLA,Pending,Critical,0,Matched,0.0,Matched,Matched,,55,SLA Breach | Missing Documentation,High
AT00213,CL30131,Equities,Amazon.com Inc.,AMZN,41,41,9939.33,9939.33,State Street,Itaú Custódia,Internal,Inbound,2026-08-02,2026-08-04,2026-08-04,Completed,Completed,Medium,Transfers,True,False,,Completed,2,48,Within SLA,Matched,Low,0,Matched,0.0,Matched,Matched,,0,No Active Risk,Low
AT00214,CL50416,Funds,Global Fixed Income Fund,GIF,4056,4056,734452.15,734452.15,State Street,J.P. Morgan,External,Inbound,2026-08-24,2026-08-28,2026-08-29,Completed,Exception,High,Custody Operations,False,True,Missing Documentation,Exception,5,26,Outside SLA,Pending,Critical,0,Matched,0.0,Matched,Matched,,70,SLA Breach | Missing Documentation | High Priority,Critical
AT00215,CL44524,ETFs,Invesco QQQ,QQQ,4632,4632,388632.46,388632.46,J.P. Morgan,BNY Mellon,External,Outbound,2026-09-07,2026-09-09,2026-09-10,Completed,Completed,Medium,Custody Operations,True,False,,Completed,5,12,Within SLA,Matched,Low,0,Matched,0.0,Matched,Matched,,0,No Active Risk,Low
AT00216,CL85066,ETFs,Invesco QQQ,QQQ,2458,2452,229639.33,229639.33,J.P. Morgan,State Street,Internal,Outbound,2026-08-12,2026-08-14,,Approval,Exception,Medium,Custody Operations,True,True,Quantity Difference,Exception,2,38,Outside SLA,Pending,Critical,6,Difference,0.0,Matched,Quantity Difference,High,85,SLA Breach | Quantity Difference,Critical
AT00217,CL36465,ETFs,iShares MSCI Brazil ETF,EWZ,2122,2122,479279.63,479279.63,J.P. Morgan,BNY Mellon,External,Outbound,2026-09-05,2026-09-08,,In Transit,In Progress,Low,Custody Operations,True,False,,In Transit,5,14,Outside SLA,Pending,High,0,Matched,0.0,Matched,Matched,,30,SLA Breach,Medium
AT00218,CL24748,Funds,Global Equity Fund,GEF,1264,1264,154191.45,154191.45,Itaú Custódia,J.P. Morgan,Internal,Inbound,2026-08-19,2026-08-24,,Sent to Custodian,In Progress,High,Custody Operations,True,False,,In Transit,2,31,Outside SLA,Pending,High,0,Matched,0.0,Matched,Matched,,45,SLA Breach | High Priority,High
AT00219,CL84976,Funds,Global Equity Fund,GEF,1460,1460,101578.84,101578.84,BNY Mellon,Itaú Custódia,Internal,Outbound,2026-08-22,2026-08-24,2026-08-25,Completed,Completed,Medium,Transfers,True,False,,Completed,2,28,Within SLA,Matched,Low,0,Matched,0.0,Matched,Matched,,0,No Active Risk,Low
AT00220,CL54284,Bonds,US Treasury 5Y,UST5Y,153,153,163491.1,163491.1,J.P. Morgan,State Street,Internal,Outbound,2026-08-29,2026-09-01,2026-09-02,Completed,Completed,Low,Settlement,True,False,,Completed,2,21,Within SLA,Matched,Low,0,Matched,0.0,Matched,Matched,,0,No Active Risk,Low
AT00221,CL67896,ETFs,Invesco QQQ,QQQ,3978,3978,1860595.38,1860595.38,State Street,J.P. Morgan,Internal,Inbound,2026-08-20,2026-08-25,2026-08-25,Completed,Completed,Low,Transfers,True,False,,Completed,2,30,Within SLA,Matched,Low,0,Matched,0.0,Matched,Matched,,0,No Active Risk,Low
AT00222,CL42701,Equities,NVIDIA Corp.,NVDA,424,424,196360.33,196360.33,BNY Mellon,Northern Trust,External,Outbound,2026-09-02,2026-09-06,2026-09-06,Completed,Completed,Low,Reconciliation,True,False,,Completed,5,17,Within SLA,Matched,Low,0,Matched,0.0,Matched,Matched,,0,No Active Risk,Low
AT00223,CL74066,Funds,Global Equity Fund,GEF,3937,3937,494638.56,494638.56,State Street,Northern Trust,Internal,Outbound,2026-09-14,2026-09-15,2026-09-16,Completed,Exception,Medium,Settlement,False,True,Missing Documentation,Exception,2,5,Outside SLA,Pending,Critical,0,Matched,0.0,Matched,Matched,,55,SLA Breach | Missing Documentation,High
AT00224,CL39012,ETFs,iShares MSCI Brazil ETF,EWZ,1703,1703,337187.13,337187.13,Northern Trust,J.P. Morgan,Internal,Outbound,2026-08-09,2026-08-11,2026-08-11,Completed,Completed,High,Reconciliation,True,False,,Completed,2,41,Within SLA,Matched,Medium,0,Matched,0.0,Matched,Matched,,15,High Priority,Low
AT00225,CL94245,Bonds,US Treasury 5Y,UST5Y,468,468,456438.1,456438.1,State Street,Itaú Custódia,External,Inbound,2026-08-30,2026-09-02,2026-09-03,Completed,Completed,Low,Reconciliation,True,False,,Completed,5,20,Within SLA,Matched,Low,0,Matched,0.0,Matched,Matched,,0,No Active Risk,Low
AT00226,CL83591,Bonds,US Treasury 5Y,UST5Y,360,360,331783.53,331783.53,J.P. Morgan,Northern Trust,External,Outbound,2026-08-18,2026-08-21,2026-08-21,Completed,Completed,High,Settlement,True,False,,Completed,5,32,Within SLA,Matched,Medium,0,Matched,0.0,Matched,Matched,,15,High Priority,Low
AT00227,CL17441,Funds,Emerging Markets Fund,EMF,2668,2668,380286.14,380286.14,J.P. Morgan,Itaú Custódia,External,Outbound,2026-08-27,2026-08-31,2026-08-31,Completed,Completed,High,Settlement,True,False,,Completed,5,23,Within SLA,Matched,Medium,0,Matched,0.0,Matched,Matched,,15,High Priority,Low
AT00228,CL54979,ETFs,iShares MSCI Brazil ETF,EWZ,4389,4389,1760307.09,1760307.09,Northern Trust,State Street,External,Inbound,2026-09-12,2026-09-17,2026-09-17,Completed,Completed,High,Reconciliation,True,False,,Completed,5,7,Within SLA,Matched,Medium,0,Matched,0.0,Matched,Matched,,15,High Priority,Low
AT00229,CL83273,ETFs,iShares MSCI Brazil ETF,EWZ,2759,2759,1131021.85,1131021.85,BNY Mellon,Northern Trust,Internal,Outbound,2026-08-27,2026-08-30,2026-08-30,Completed,Completed,Low,Custody Operations,True,False,,Completed,2,23,Within SLA,Matched,Low,0,Matched,0.0,Matched,Matched,,0,No Active Risk,Low
AT00230,CL17035,Equities,NVIDIA Corp.,NVDA,1603,1603,441169.35,432503.05,Northern Trust,State Street,External,Inbound,2026-08-10,2026-08-12,,Sent to Custodian,Exception,High,Settlement,True,True,Value Difference,Exception,5,40,Outside SLA,Pending,Critical,0,Matched,8666.299999999988,Difference,Value Difference,Medium,100,SLA Breach | Value Difference | High Priority,Critical
AT00231,CL51469,ETFs,SPDR S&P 500 ETF,SPY,4004,4004,932716.57,932716.57,BNY Mellon,Northern Trust,Internal,Inbound,2026-08-29,2026-09-01,2026-09-01,Completed,Completed,Low,Custody Operations,True,False,,Completed,2,21,Within SLA,Matched,Low,0,Matched,0.0,Matched,Matched,,0,No Active Risk,Low
AT00232,CL21539,ETFs,iShares MSCI Brazil ETF,EWZ,3562,3562,1419165.44,1419165.44,Northern Trust,Itaú Custódia,External,Outbound,2026-08-01,2026-08-02,2026-08-02,Completed,Completed,Medium,Settlement,True,False,,Completed,5,49,Within SLA,Matched,Low,0,Matched,0.0,Matched,Matched,,0,No Active Risk,Low
AT00233,CL12348,Equities,Microsoft Corp.,MSFT,1863,1863,674566.47,674566.47,State Street,Northern Trust,Internal,Inbound,2026-08-25,2026-08-30,2026-08-30,Completed,Exception,High,Reconciliation,False,True,Missing Documentation,Exception,2,25,Outside SLA,Pending,Critical,0,Matched,0.0,Matched,Matched,,70,SLA Breach | Missing Documentation | High Priority,Critical
AT00234,CL48119,Funds,Emerging Markets Fund,EMF,4312,4312,549118.48,549118.48,State Street,Itaú Custódia,Internal,Outbound,2026-09-01,2026-09-04,,Approval,In Progress,Medium,Transfers,True,False,,Pending Approval,2,18,Outside SLA,Pending,High,0,Matched,0.0,Matched,Matched,,30,SLA Breach,Medium
AT00235,CL39939,ETFs,iShares MSCI Brazil ETF,EWZ,1084,1084,180111.61,180111.61,J.P. Morgan,State Street,Internal,Outbound,2026-09-15,2026-09-16,2026-09-16,Completed,Completed,High,Transfers,True,False,,Completed,2,4,Within SLA,Matched,Medium,0,Matched,0.0,Matched,Matched,,15,High Priority,Low
AT00236,CL87846,Equities,Apple Inc.,AAPL,171,171,12261.69,12261.69,J.P. Morgan,Itaú Custódia,External,Outbound,2026-08-08,2026-08-13,2026-08-13,Completed,Completed,High,Transfers,True,False,,Completed,5,42,Within SLA,Matched,Medium,0,Matched,0.0,Matched,Matched,,15,High Priority,Low
AT00237,CL49467,Funds,Emerging Markets Fund,EMF,877,877,122119.56,122119.56,State Street,BNY Mellon,External,Inbound,2026-09-02,2026-09-07,2026-09-07,Completed,Completed,Medium,Settlement,True,False,,Completed,5,17,Within SLA,Matched,Low,0,Matched,0.0,Matched,Matched,,0,No Active Risk,Low
AT00238,CL89823,ETFs,Invesco QQQ,QQQ,4295,4295,2513502.06,2513502.06,State Street,Itaú Custódia,External,Inbound,2026-08-03,2026-08-08,2026-08-08,Completed,Completed,Medium,Reconciliation,True,False,,Completed,5,47,Within SLA,Matched,Low,0,Matched,0.0,Matched,Matched,,0,No Active Risk,Low
AT00239,CL40737,Equities,Apple Inc.,AAPL,739,739,338532.96,338532.96,Itaú Custódia,Northern Trust,Internal,Inbound,2026-09-02,2026-09-03,,Validation,In Progress,High,Settlement,True,False,,Pending Approval,2,17,Outside SLA,Pending,High,0,Matched,0.0,Matched,Matched,,45,SLA Breach | High Priority,High
AT00240,CL69867,Bonds,US Treasury 5Y,UST5Y,247,247,224773.96,224773.96,BNY Mellon,J.P. Morgan,External,Outbound,2026-09-13,2026-09-16,2026-09-16,Completed,Completed,Low,Transfers,True,False,,Completed,5,6,Within SLA,Matched,Low,0,Matched,0.0,Matched,Matched,,0,No Active Risk,Low
AT00241,CL28139,ETFs,Invesco QQQ,QQQ,2938,2938,1592367.18,1592367.18,Itaú Custódia,State Street,Internal,Outbound,2026-08-22,2026-08-24,2026-08-25,Completed,Completed,Medium,Custody Operations,True,False,,Completed,2,28,Within SLA,Matched,Low,0,Matched,0.0,Matched,Matched,,0,No Active Risk,Low
AT00242,CL72684,Funds,Emerging Markets Fund,EMF,1416,1416,57135.86,57135.86,J.P. Morgan,State Street,Internal,Outbound,2026-09-07,2026-09-11,,Settlement,In Progress,High,Custody Operations,True,False,,Pending Settlement,2,12,Outside SLA,Pending,High,0,Matched,0.0,Matched,Matched,,45,SLA Breach | High Priority,High
AT00243,CL57002,Equities,Microsoft Corp.,MSFT,3967,3967,1841398.46,1841398.46,J.P. Morgan,Itaú Custódia,External,Inbound,2026-08-05,2026-08-08,2026-08-08,Completed,Completed,High,Settlement,True,False,,Completed,5,45,Within SLA,Matched,Medium,0,Matched,0.0,Matched,Matched,,15,High Priority,Low
AT00244,CL97797,Bonds,Brazilian Government Bond,BRGOV,277,277,287428.59,287428.59,Itaú Custódia,J.P. Morgan,External,Inbound,2026-08-31,2026-09-03,2026-09-04,Completed,Completed,High,Transfers,True,False,,Completed,5,19,Within SLA,Matched,Medium,0,Matched,0.0,Matched,Matched,,15,High Priority,Low
AT00245,CL11526,ETFs,iShares MSCI Brazil ETF,EWZ,3854,3854,1998411.28,1914275.28,BNY Mellon,J.P. Morgan,External,Outbound,2026-08-16,2026-08-19,,Validation,Exception,High,Settlement,True,True,Value Difference,Exception,5,34,Outside SLA,Pending,Critical,0,Matched,84136.0,Difference,Value Difference,Medium,100,SLA Breach | Value Difference | High Priority,Critical
